관리기관명,소재지지번주소,설치년월,보관일수,카메라대수,경도,소재지도로명주소,위도,설치목적구분,촬영방면정보,데이터기준일자,카메라화소수,관리기관전화번호
경기도 성남시청,경기도 성남시 중원구 상대원1동 895번지,2016-09,,4,127.167981,"경기도 성남시 중원구 박석로62번길 19, (상대원동)",37.439111,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원1동 1715번지,2016-09,,4,127.162721,"경기도 성남시 중원구 둔촌대로413번길 5, (상대원동)",37.433591,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원1동 279-7번지,2016-09,,3,127.169681,"경기도 성남시 중원구 금상로 132, (상대원동)",37.441831,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원1동 378-11번지,2017-11,,4,127.180371,"경기도 성남시 중원구 보통골로 14, (상대원동)",37.434791,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원1동 151-3번지,2017-11,,4,127.166841,"경기도 성남시 중원구 사기막골로9번길 32, (상대원동)",37.436171,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원1동 1940-11번지,2017-11,,5,127.160891,"경기도 성남시 중원구 박석로15번길 45, (상대원동)",37.434241,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원2동 4263 대원초등학교 부근(4251로표기),2010-04,,3,127.1543246,"경기도 성남시 중원구 희망로343번길 24, 대원초등학교 4251호 부근 로표기(상대원동)",37.436497,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원2동 3385 대원경로당 부근,2010-04,,3,127.1549991,,37.4391809,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원2동 5004-1 게이트볼장입구,2010-04,,3,127.154486,,37.4354012,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원2동 3424 뽀빠이책방 부근,2010-04,,4,127.157484,"경기도 성남시 중원구 희망로367번길 7-1, 뽀빠이책방부근  (상대원동)",37.4385333,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원2동 2997-7 성신슈퍼 부근,2010-04,,3,127.1597964,"경기도 성남시 중원구 희망로380번길 12-9, (상대원동, 현대그린빌)",37.4385276,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 수내3동 75번지,2014-12,,1,127.1243198,"경기도 성남시 분당구 수내로192번길 25, (수내동, 푸른마을쌍용아파트)",37.3691144,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 수내3동 118-11번지,2015-11,,3,127.1246814,"경기도 성남시 분당구 발이봉북로35번길 16, (수내동)",37.3766914,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 수내3동 127번지 푸른어린이공원 입구(벽산 203동 앞),2016-12,,4,127.125091,,37.368901,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 수내3동 125-3 신해철거리,2017-12,,4,127.126971,경기도 성남시 분당구 신해철거리,37.365721,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 52번지(성남생명숲어린이집),2009-05,,1,127.1152621,"경기도 성남시 분당구 내정로119번길 2, 성남생명숲어린이집  (정자동)",37.371051,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 중원구 상대원2동 4251 대원초등학교 부근(4236앞),2010-04,,1,127.1550736,"경기도 성남시 중원구 희망로343번길 24, 대원초등학교 4236호 부근 앞(상대원동)",37.4369208,차량방범,,2018-04-01,140,031-729-2482
경기도 성남시청,경기도 성남시 신흥1동 5528,2006-08,,1,127.1386551,"경기도 성남시 수정구 수정로 168, (신흥동)",37.4426935,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 신흥2동 139-3,2009-01,,1,127.1517016,"경기도 성남시 수정구 희망로 527, (신흥동)",37.4503369,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 태평1동 6459,2009-11,,1,127.1287169,"경기도 성남시 수정구 수정로 75, (태평동)",37.4401697,교통단속,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 태평3동 3677,2006-08,,1,127.1335704,"경기도 성남시 수정구 수정로119번길 4, (태평동)",37.4416426,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 태평3동 3743번지 태평초등학교 정문,2013-06,,1,127.1313747,"경기도 성남시 수정구 남문로32번길 7, 태평초등학교  정문(태평동)",37.4445802,교통단속,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 백현동 579-2번지 건너편 인도(변경전 : 백현동 607-1번지),2011-06,,1,127.1123095,"경기도 성남시 분당구 판교역로50번길 34, 건너편인도변경전 607동 1호 : 백현동 번지(백현동)",37.3851187,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 509-10번지 E12-1블럭 보행자 도로 (체육공원 방향),2011-06,,1,127.0983704,경기도 성남시 분당구 보행자도로,37.4007377,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 547번지 미르어린이공원 내부,2011-06,,1,127.0992552,,37.3950009,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 548-7번지 낙생초등학교 후문 앞,2011-06,,1,127.0999886,,37.3942981,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평2동 3307-51번지,2017-12,,5,127.138421,"경기도 성남시 수정구 시민로215번길 23, (태평동)",37.446261,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 은행2동 1575번지,2016-09,,4,127.163891,,37.456831,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 은행2동 550-6번지(주공아파트 입구쪽),2016-09,,4,127.171511,"경기도 성남시 중원구 산성대로552번길 15, 입구쪽(은행동, 은행주공2차아파트)",37.457741,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평3동 4761번지 꽃가람 어린이놀이터(이화유치원 앞),2010-04,,3,127.132204,,37.4480424,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평3동 3743번지 태평초등학교 후문,2010-04,,3,127.1313646,"경기도 성남시 수정구 남문로32번길 7, 태평초등학교  후문(태평동)",37.4446438,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 성남시 분당구 분당동 39번지(샛별유치원),2014-11,,1,127.1292462,경기도 성남시 분당구 수내로 201,37.3707694,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 성남시 분당구 분당동 156번지(분당어린이집),2014-11,,1,127.1432364,경기도 성남시 분당구 장안로26번길 12,37.368584,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 성남시 분당구 분당동 153-15번지,2016-07,,3,127.143041,경기도 성남시 분당구 분당로327번길 12,37.367101,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 구미1동 63번지(꿈터유치원),2014-11,,1,127.1000628,"경기도 성남시 분당구 미금일로 58, 꿈터유치원  (구미동)",37.3442992,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 구미1동 21-3 미금지하보도(금성 백조빌라 206동앞),2015-10,,2,127.1092283,,37.3467294,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 구미1동 22번지 가구전시장 앞 사거리,2010-09,,2,127.1095582,"경기도 성남시 분당구 미금일로90번길 23, 가구전시장  (구미동)",37.348099,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 구미1동 59-5번지,2017-12,,4,127.110931,,37.346161,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 구미1동 19번지(머내공원 배드민턴장),2017-12,,4,127.105741,,37.349491,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 91-1번지 느티마을어린이공원(분당50호),2009-05,,1,127.1117901,,37.3662785,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 72번지 백현어린이공원(분당51호),2009-05,,1,127.1123521,"경기도 성남시 분당구 황새울로116번길 19-8, 백현어린이공원분당 51호 (정자동)",37.3711901,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 76번지 백현초등학교· 백현중학교 사이길,2009-05,,1,127.1113789,"경기도 성남시 분당구 백현로144번길 26, 백현초등학교  · 백현중학교(정자동)",37.3720645,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 100-3번지 주변 상록지하보도,2012-10,,4,127.1092528,,37.3688416,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 56-7번지,2013-03,,2,127.1137777,"경기도 성남시 분당구 내정로113번길 12, (정자동)",37.3708031,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 183-1번지 금곡공원,2013-10,,4,127.1100689,"경기도 성남시 분당구 금곡로 298, 금곡공원  (정자동)",37.3570241,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 136번지 앞,2013-10,,3,127.1130157,,37.361542,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 90 느티마을 401동 입구,2014-12,,1,127.1135594,"경기도 성남시 분당구 느티로 70, 401동  입구(정자동, 느티마을주공공무원4단지)",37.367361,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 65-3번지(안촌유치원),2014-11,,1,127.1122156,"경기도 성남시 분당구 느티로 70, 안촌유치원  (정자동)",37.3687945,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 36-9번지,2017-12,,4,127.111891,"경기도 성남시 분당구 황새울로132번길 16-7, (정자동)",37.372221,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 76번지 백현초등학교,2015-10,,1,127.1246814,"경기도 성남시 분당구 백현로144번길 26, 백현초등학교  (정자동)",37.3766914,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 60번지,2015-11,,4,127.1246814,"경기도 성남시 분당구 내정로107번길 2, (정자동)",37.3766914,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 7307번지 선경아파트 놀이터 부근,2010-04,,5,127.142318,"경기도 성남시 수정구 남문로136번길 15, 놀이터 부근(태평동, 선경태평아파트)",37.4469326,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 정자동 145번지 봉우재어린이공원(분당52호),2009-05,,1,127.1125177,"경기도 성남시 분당구 내정로7번길 18, 봉우재어린이공원분당 52호 (정자동)",37.3611857,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 45번지 현충탑 부근,2010-04,,2,127.1404154,"경기도 성남시 수정구 태평로 126-1, 현충탑부근  (태평동)",37.4514426,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 산52-1번지 영장공원 물놀이장,2011-12,,3,127.1366739,,37.4511221,어린이보호,,2018-04-01,130,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 579-6번지 E10-1블럭 내 운중로 앞 보행자 출입로변,2011-06,,1,127.0996305,경기도 성남시 분당구 내운중로,37.3886981,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 638-2번지 원마을 6단지 뒷편 소도로변 삼거리,2011-06,,1,127.0919811,"경기도 성남시 분당구 판교원로 209, (판교동, 판교원마을진원제비앙아파트)",37.3863057,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 492-2번지 판교 원마을 13단지 앞 경부고속도로 방향,2011-06,,1,127.0932185,"경기도 성남시 분당구 서판교로 193, 판교   방향(판교동, 판교원마을13단지)",37.4018562,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 500번지 판교 원마을 12단지 뒤편 근린공원(산책로) 입구,2011-06,,1,127.0949281,"경기도 성남시 분당구 서판교로 165, 판교   입구(판교동, 판교원마을휴먼시아아파트)",37.4022329,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 500번지 판교공원 내 체육시설 입구,2011-06,,1,127.0949281,"경기도 성남시 분당구 서판교로180번길 18-2, 판교공원내체육시설입구  (판교동)",37.4022329,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 500번지 판교 도서관 뒤 휴계시설 내,2011-06,,1,127.0949281,"경기도 성남시 분당구 서판교로180번길 18-2, 판교도서관뒤휴계시설내  (판교동)",37.4022329,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 500번지 판교 홍보관 뒤 산책로 입구,2011-06,,1,127.0949281,"경기도 성남시 분당구 서판교로180번길 18-2, 판교  입구(판교동)",37.4022329,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 628-1번지 원마을 6단지 운중천 산책로 입구,2011-06,,1,127.090741,"경기도 성남시 분당구 판교원로 209, 입구(판교동, 판교원마을진원제비앙아파트)",37.3887861,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 584-1번지 피크닉공원 입구 삼거리(대로변),2011-06,,1,127.0932663,경기도 성남시 분당구 삼거리,37.3888509,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 500번지 판교 원마을 11단지 뒷편 체육공원 내,2011-06,,1,127.0949281,"경기도 성남시 분당구 서판교로 147, 판교  뒷편 체육공원 내(판교동, 판교원마을현대힐스테이트아파트)",37.4022329,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 559-7번지 E11-1블럭 내 서판교 차량 출입구 앞 (지하차도 진입구),2011-06,,1,127.1003456,,37.3927409,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 614-13번지 판교원마을 1단지(108동) 옆 판교공원 입구,2011-06,,4,127.0893925,"경기도 성남시 분당구 판교로 50, 108동  옆 판교공원 입구(판교동, 판교원마을주공휴먼시아1단지)",37.3917092,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 611-5번지 F7-1블럭 주택지역 외곽도로변 판교 홍보관 옆(산책로 입구),2011-06,,1,127.0925365,,37.3910591,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 단대동 192번지 성남혜은학교 정문,2010-04,,4,127.1539852,"경기도 성남시 수정구 희망로518번길 8, 성남혜은학교  정문(단대동)",37.4500766,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 서현1동 89-4번지(서현어린이집),2014-11,,4,127.1260124,"경기도 성남시 분당구 중앙공원로31번길 32, 서현어린이집  (서현동)",37.3824028,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 율동 270-2,2015-11,,3,127.1246814,"경기도 성남시 분당구 새마을로165번길 29, (율동)",37.3766914,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 서현1동 234(서현도서관),2017-09,,4,127.131891,"경기도 성남시 분당구 중앙공원로 77, 서현도서관  (서현동)",37.383891,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 서현2동 343-5번지 부근,2010-04,,2,127.1392265,,37.3769901,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 7317-17 맞은편,2012-10,,4,127.1414263,"경기도 성남시 수정구 시민로205번길 1, 맞은편  (태평동)",37.4460852,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 1680번지,2013-03,,2,127.1397076,"경기도 성남시 수정구 시민로249번길 1, (태평동)",37.4498216,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 7335-8번지 다래유치원(사랑하는 유치원) 주변,2013-10,,5,127.1404573,"경기도 성남시 수정구 수정북로 101, 다래유치원사랑하는유치원주변  (태평동)",37.4444748,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 106번지 양지유치원 주변,2013-10,,4,127.1401215,"경기도 성남시 수정구 태평로124번길 8, 양지유치원주변  (태평동)",37.4508189,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 1759번지 사거리,2013-10,,3,127.1401331,"경기도 성남시 수정구 남문로131번길 23, (태평동)",37.4500626,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 7362번지(성남초등학교),2014-11,,1,127.141431,"경기도 성남시 수정구 수정로 233, 성남초등학교  (태평동)",37.447942,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 7298-8번지(아이리라어린이집),2014-11,,3,127.1430477,"경기도 성남시 수정구 공원로 427, (태평동, 성경빌라)",37.4482399,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 7319-16번지 금빛 어린이놀이터,2011-11,,2,127.1423667,,37.4461176,어린이보호,,2018-04-01,130,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 2338번지,2015-10,,5,127.140321,"경기도 성남시 수정구 시민로 234, (태평동)",37.448631,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 560-9번지 판교동주민센터 뒷편 삼거리(해나유치원),2011-06,,1,127.0997603,경기도 성남시 분당구 뒷편삼거리,37.3917093,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 557-8번지 E11-1블럭 서판교 진출입로 입구 (보행자 출입로 사거리),2011-06,,1,127.0995171,경기도 성남시 분당구 진출입로,37.3931025,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 551번지(낙생초등학교),2014-11,,1,127.0990564,"경기도 성남시 분당구 서판교로74번길 11, 낙생초등학교  (판교동)",37.3940781,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 438번지(판교초등학교),2014-11,,1,127.0917287,,37.3869707,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 487 바람개비어린이공원,2014-11,,4,127.094847,,37.402572,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 596번지,2016-09,,4,127.090811,"경기도 성남시 분당구 운중로257번길 7-9, (판교동)",37.390141,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 727-1번지 이황초등학교 / 삼평중학교 사이 대로변,2011-06,,3,127.1166565,,37.4006228,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 판교동 583-2번지,2017-12,,3,127.101691,,37.389481,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 699번지 달팽이어린이공원 내부,2011-06,,1,127.1080157,,37.4043991,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 677번지 어울어린이공원 내부,2011-06,,1,127.1113797,,37.401691,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 697번지 삼성테크윈 뒷편 봇들공원 내부,2011-06,,1,127.1072935,,37.4058385,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 646-1번지 키움건설 앞 인도변,2011-06,,1,127.1103296,,37.3970251,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 서현2동 302번지 서당어린이공원(분당34호) 서당초등학교 주변,2010-04,,3,127.1345082,"경기도 성남시 분당구 돌마로476번길 30, 서당초등학교 34호 서당어린이공원 분당 주변(서현동)",37.3752216,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 서현2동 303번지 서당초등학교 주변,2013-10,,3,127.1347477,"경기도 성남시 분당구 돌마로476번길 30, 서당초등학교  주변(서현동)",37.3745797,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 서현동 294 효자어린이공원,2014-11,,4,127.1350486,,37.3760667,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 금광1동 1632번지 금상초등학교 부근,2009-05,,1,127.1651805,"경기도 성남시 중원구 금상로 97, 금상초등학교  부근(금광동)",37.4437789,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 이매1동 275번지 부근,2010-04,,3,127.1333877,"경기도 성남시 분당구 이매로89번길 37, (이매동, 골든빌)",37.3946109,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 이매1동 86-6번지 부근,2010-04,,3,127.1300012,"경기도 성남시 분당구 성남대로772번길 9, 부근  (이매동)",37.3984117,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 이매1동 103번지 과수원어린이공원(분당20호),2011-12,,2,127.125995,,37.4023984,어린이보호,,2018-04-01,130,031-729-2482
경기도 성남시청,경기도 성남시 분당구 서현2동 308번지 세화유치원 주변,2013-10,,5,127.1361524,"경기도 성남시 분당구 불정로 362, 세화유치원주변  (서현동)",37.3725245,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 이매1동 125번지 누엣길어린이공원,2013-10,,4,127.1256345,,37.3899039,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 이매1동 59-6번지,2014-12,,1,127.134378,"경기도 성남시 분당구 방아로46번길 37, (이매동)",37.3956875,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 이매1동 128-18번지 이매지하보도(청구아파트 608동 맞은편),2015-10,,2,127.1271242,"경기도 성남시 분당구 양현로94번길 29, 608동 지하층  이매보도  맞은편(이매동, 이매촌청구6단지)",37.3995681,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 이매1동 128-10(자원봉사센터 삼거리),2017-09,,4,127.128811,경기도 성남시 분당구 삼거리,37.397531,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 하대원동 148-17번지 앞 (도매시장내),2013-10,,3,127.1426945,"경기도 성남시 중원구 마지로 119, 앞도매시장  내(하대원동)",37.4275123,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 7292번지(성남어린이집),2015-10,,1,127.141261,,37.447651,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 1564번지,2016-06,,5,127.138941,"경기도 성남시 수정구 시민로249번길 7-1, (태평동)",37.449601,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 7306번지,2017-12,,5,127.142591,"경기도 성남시 수정구 남문로140번길 19, (태평동, 선경태평아파트)",37.446751,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 2281번지,2017-12,,5,127.140721,"경기도 성남시 수정구 남문로131번길 10, (태평동)",37.448911,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 1916번지,2017-12,,5,127.140771,"경기도 성남시 수정구 태평로128번길 9, (태평동)",37.450811,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 태평4동 7311-9번지,2017-12,,5,127.140381,"경기도 성남시 수정구 시민로205번길 12-2, (태평동)",37.445881,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 수정구 수진1동 2317번지 노상주차장 부근,2009-05,,5,127.1386306,,37.4374918,생활방범,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 수정구 수진1동 2664번지 해오름 어린이놀이터,2010-04,,2,127.1368048,,37.4360267,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 중원구 성남동 3998번지,2012-10,,4,127.1334695,"경기도 성남시 중원구 둔촌대로151번길 22, (성남동, 신흥다세대)",37.429732,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 성남동 2894번지 예원유치원 주변,2013-10,,5,127.1431103,"경기도 성남시 중원구 원터로93번길 3, 예원유치원주변  (성남동)",37.4350202,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 성남동 3775번지,2013-10,,3,127.1357452,"경기도 성남시 중원구 제일로35번길 10-1, (성남동)",37.4306183,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 성남동 3552번지,2013-10,,3,127.132121,"경기도 성남시 중원구 제일로35번길 43-2, (성남동)",37.4318805,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 성남동 4449번지,2013-10,,3,127.1267373,"경기도 성남시 중원구 둔촌대로69번길 5, (성남동)",37.4305252,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 성남동 4122번지 주차장 입구,2014-06,,5,127.129874,"경기도 성남시 중원구 성남대로 1128, 주차장입구  (성남동)",37.4305372,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 성남동 2066번지,2014-12,,1,127.1432294,"경기도 성남시 중원구 산성대로 228, (성남동)",37.438459,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 성남동 2580번지(중앙초등학교),2014-11,,4,127.1432974,"경기도 성남시 중원구 원터로94번길 7, 중앙초등학교  (성남동)",37.4359595,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 중원구 성남동 1505번지 모란역 1번출구 자전거횡단보도,2014-05,,2,127.129173,,37.433325,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 717-2번지 송현공원 내부 게이트볼장 앞,2011-06,,1,127.1169442,,37.4084987,어린이보호,,2018-04-01,41,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 710-3번지 송현초등학교 후문 입구,2011-06,,1,127.1161658,,37.4058475,어린이보호,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 삼평동 721-1번지 봇들마을 3단지 주출입구 앞,2011-06,,1,127.1158894,"경기도 성남시 분당구 동판교로 225, 주출입구 앞(삼평동, 봇들마을3단지주공뜨란채아파트)",37.4035678,생활방범,,2018-04-01,200,031-729-2482
경기도 성남시청,경기도 성남시 분당구 성남시 분당구 이매2동 119번지 구렛들어린이공원(분당25호),2011-12,,3,127.1250614,,37.3922686,어린이보호,,2018-04-01,130,031-729-2482
경기도 성남시청,경기도 성남시 분당구 야탑1동 394-4번지 야탑초등학교 입구,2010-04,,3,127.1266073,"경기도 성남시 분당구 양현로 400, 야탑초등학교  입구(야탑동)",37.4157618,어린이보호,,2018-04-01,41,031-729-2482
